,description,publishedAt,source,title,url,company
11,"Founded in Italy, Carlo Petrini’s cult-like Slow Food doctrine is one for the privileged; as one of its proponents, I secretly found comfort in Big Macs and fast food",2018-10-18T14:17:41Z,"{'id': None, 'name': 'Eater.com'}",How Slow Food’s Elitism Only Fueled My Craving for McDonald’s,https://www.eater.com/2018/10/18/17943358/slow-food-manifesto-elitist-fast-food,Dare Foods
12,"About 175 small food-and-beverage startups jumped into action when their shared commercial kitchen space closed suddenly on Saturday. Pilotworks shuttered all of its shared kitchen spaces, citing a failure to find funding.",2018-10-16T20:21:00Z,"{'id': None, 'name': 'Forbes.com'}",Small Food Makers Pull Together When Their Commercial Kitchen Abruptly Closes,https://www.forbes.com/sites/janetforgrieve/2018/10/16/small-food-makers-pull-together-when-their-commercial-kitchen-abruptly-closes/,Dare Foods
13,"Strengthening your family bond doesn’t have to be difficult. There are fun activities that can create many happy memories, help you get to know each other better, and let you experience the world in new ways. To help you along, we’ve produced a list of 25 fun…",2018-09-27T16:00:47Z,"{'id': None, 'name': 'Lifehack.org'}",25 Super Fun Things to Do With Family to Strengthen Your Bond,https://www.lifehack.org/803471/things-to-do-with-family,Dare Foods
14,"In light of the Kavanaugh proceedings, I want to bury my head in the sand and find distractions from the terrible reality that's been unfolding. But what good would that do? As I continue to follow the coverage of a man who's been accused of sexually assaulti…",2018-10-01T19:00:00Z,"{'id': None, 'name': 'Cupcakesandcashmere.com'}",The List (Let's Talk About Sobriety—These Women Are),https://cupcakesandcashmere.com/series-stories/the-list-what-to-do-this-week-october-1-2018,Dare Foods
15,"Venus is going retrograde, and that’s a *potent* thing.",2018-09-30T12:00:36Z,"{'id': None, 'name': 'Wellandgood.com'}",This is the week astrologically to connect to your fierce feminine power,https://www.wellandgood.com/good-advice/horoscope-fierce-feminine-power/,Dare Foods
16,"From meatballs and crispbread to supermarket bread and random snacks, my Swedish gluten-free travels were delicious.",2018-09-25T18:34:05Z,"{'id': None, 'name': 'Self.com'}",I'm a Foodie With Celiac Disease. Here's Why I Love Traveling to Sweden,https://www.self.com/story/im-a-foodie-with-celiac-disease,Dare Foods
17,"Mayochup, a new condiment from Heinz, is available now — but it isn't the only mayo-ketchup mashup.",2018-10-13T13:00:26Z,"{'id': None, 'name': 'Seattletimes.com'}",Sponsored: Which mayo-ketchup sauce is worthy of your burger and fries?,https://www.seattletimes.com/explore/shop-northwest/where-did-the-mayo-ketchup-mashup-begin-and-which-is-the-best/,Dare Foods
18,Shilpa Shetty Kundra's latest Sunday binge video is making us drool and also making us wonder just how does she stay so fit! She answers that question for us...,2018-10-15T13:15:13Z,"{'id': None, 'name': 'Ndtv.com'}",Shilpa Shetty Binges On Bhajiyas And Tells Us How To Burn The Calories!,https://food.ndtv.com/food-drinks/watch-shilpa-shetty-binges-on-bhajiyas-and-tells-us-how-to-burn-those-calories-1932496,Dare Foods
19,"So there's airport lounges, and then there are AIRPORT LOUNGES. The Emirates First Class lounge Dubai is probably the most over the top lounge out there, and ...",2018-10-20T19:34:07Z,"{'id': None, 'name': 'Pointswithacrew.com'}",The Emirates First Class lounge Dubai is ridiculous,https://www.pointswithacrew.com/the-emirates-first-class-lounge-dubai-is-ridiculous/,Dare Foods
0,"Think chess pieces, not nesting dolls.",2018-10-15T13:00:02Z,"{'id': None, 'name': 'Cnet.com'}",Hyundai will push for more design distinction between its models - Roadshow,https://www.cnet.com/roadshow/news/hyundai-design-distinction/,Chapman's
1,Kitchn's Delicious Links column highlights recipes we're excited about from the bloggers we love. Follow along every weekday as we post our favorites. Perhaps the most dubious thing about Mississippi pot roast is how it came to be called that in the first pla…,2018-10-08T12:30:00Z,"{'id': None, 'name': 'Thekitchn.com'}",You Need This Mississippi Pot Roast in Your Life — Delicious Links,https://www.thekitchn.com/mississippi-pot-roast-recipe-belle-of-the-kitchen-263188,Chapman's
2,"Filed under: Lotus, Automotive History, Convertible, Classics Lotus Cars wants to find the first Lotus ever built, the 1948 Mark I built by Colin Chapman himself. Continue reading Lotus wants to find its first car, built by Colin Chapman Lotus wants to find i…",2018-09-24T19:25:00Z,"{'id': None, 'name': 'Autoblog.com'}","Lotus wants to find its first car, built by Colin Chapman",https://www.autoblog.com/2018/09/24/lotus-mark-i-lost-colin-chapman/,Chapman's
3,"Brett Kavanaugh's wife, Ashley, is the latest in a long list of examples.",2018-09-25T20:24:26Z,"{'id': 'abc-news', 'name': 'ABC News'}",What it means to 'stand by your man' in the #MeToo era,https://abcnews.go.com/US/means-stand-man-metoo-era/story?id=57909310,Chapman's
4,"Lotus is enlisting the help of enthusiasts, collectors, and any car hunter willing to help find the first car that company founder Colin Chapman built. The car is the Lotus Mark I, which Chapman built from a donor Austin Seven back in 1948, and it hasn't been…",2018-09-27T06:30:00Z,"{'id': None, 'name': 'Motorauthority.com'}",Hunt on to find Lotus founder Colin Chapman's first car,https://www.motorauthority.com/news/1119006_hunt-on-to-find-lotus-founder-colin-chapmans-first-car,Chapman's
5,"lehighvalleylive.com Dog the Bounty Hunter on Shawn Christy's trail, report says lehighvalleylive.com Dog the Bounty Hunter is headed to Ohio in search of fugitive Shawn Christy, a newspaper reports. (Associated Press file photo). Comment. By Tony Rhodin · ar…",2018-09-20T11:52:00Z,"{'id': None, 'name': 'Lehighvalleylive.com'}","Dog the Bounty Hunter on Shawn Christy's trail, report says - lehighvalleylive.com",https://www.lehighvalleylive.com/news/index.ssf/2018/09/dog_the_bounty_hunter_on_shawn.html,Chapman's
6,South Australia's Independent Commissioner Against Corruption reveals he was forced to make a public statement about a secret ICAC matter after Attorney-General Vickie Chapman issued her own public statement about the case.,2018-09-28T10:24:12Z,"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",Corruption commissioner at odds with Attorney-General over public servants,http://www.abc.net.au/news/2018-09-28/sa-corruption-commissioner-at-odds-with-attorney-general/10319152,Chapman's
7,"The Lotus headquarters will soon undergo a transformation. The company has submitted plans for a new customer experience center, heritage center and museum. Lotus' Friday announcement comes as the company celebrates 70 years since founder Colin Chapman built …",2018-09-30T08:00:00Z,"{'id': None, 'name': 'Motorauthority.com'}","Lotus to transform Hethel headquarters, build new customer experience center",https://www.motorauthority.com/news/1119064_lotus-to-transform-hethel-headquarters-build-new-customer-experience-center,Chapman's
8,"NEW YORK -- Should the Yankees have a lead in the ninth inning for Wednesday's American League Wild Card Game against the Athletics, manager Aaron Boone said that he expects to place the ball in Aroldis Chapman's left hand. • AL Wild Card Game presented by Ha…",2018-10-03T23:17:00Z,"{'id': None, 'name': 'Mlb.com'}","Boone: Chapman at full strength, ready for 9th",https://www.mlb.com/news/boone-aroldis-chapman-back-at-full-strength/c-296983936,Chapman's
9,"Mercedes-AMG recently hosted a special event where future owners of its Project One hypercar could spec their cars. It was at this event where AMG also revealed the final name of the car (Project One is only a code name), and according to some of the people i…",2018-09-27T15:00:00Z,"{'id': None, 'name': 'Motorauthority.com'}","AMG One hypercar, 2019 Nissan Note e-Power Nismo S, 2020 BMW X6 M: Today's Car News",https://www.motorauthority.com/news/1119024_amg-one-hypercar-2019-nissan-note-e-power-nismo-s-2020-bmw-x6-m-todays-car-news,Chapman's
10,Western Cape traffic authorities have had their hands full after a rockfall led to the closure of Chapman's Peak Drive and parts of the N1 near De Doorns and Worcester were closed due to two truck accidents.,2018-10-03T10:03:00Z,"{'id': 'news24', 'name': 'News24'}","News24.com | Chappies rockfall, two truck accidents keep traffic authorities busy",https://www.news24.com/SouthAfrica/News/chappies-rockfall-two-truck-accidents-keep-traffic-authorities-busy-20181003,Chapman's
11,A man who stomped his girlfriend to death in stairwell in Broome shopping centre is sentenced to life in prison with a minimum of 17 years.,2018-09-26T05:16:01Z,"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",Life sentence for man who kicked girlfriend to death in Broome stairwell,http://www.abc.net.au/news/2018-09-26/sentencing-broome-man-stomped-partner-to-death/10306442,Chapman's
12,Tracklist: 01. Fast Car (4:59)02. Subcity (5:13)03. Baby Can I Hold You (3:15)04. The Promise (5:28)05. I'm Ready (4:56)06. Crossroads (4:13)07. Bang Bang Bang (4:23)08. Telling Stories (3:59)09. Smoke And Ashes (6:39)10. Speak the Word (4:13)11. Wedding Song…,2018-10-04T07:38:44Z,"{'id': None, 'name': 'Irsabox.com'}",Tracy Chapman - Collection (2001),https://www.irsabox.com/3137669262-tracy-chapman-collection-2001.html,Chapman's
13,"Since bursting onto the underground house scene in 2011, Essex-based DJ and producer Max Chapman has since gone on a rewarding journey of energy, creativity and unconditional passion, pumping out smooth tech-house tracks that has earned him worldwide recognit…",2018-10-12T17:00:07Z,"{'id': None, 'name': 'Earmilk.com'}",Max Chapman takes us to 'Lima' in true tech-house style [EP],https://earmilk.com/2018/10/12/max-chapman-takes-us-to-lima-in-true-tech-house-style-ep/,Chapman's
14,"Bud Chapman never built a golf course, but his imagination pioneered remote architecture and wildly avant-garde design.",2018-10-04T13:41:20Z,"{'id': None, 'name': 'Golfdigest.com'}",Editor's Letter: Golf At The Ends Of The Earth,https://www.golfdigest.com/story/editors-letter-golf-at-the-ends-of-the-earth,Chapman's
15,A South Australian budget estimates committee turns into a fiery exchange with the Transport Minister stonewalling questions about two senior public servants who have suddenly gone on leave.,2018-09-27T05:36:24Z,"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",Minister dodges questions about Renewal SA public servants,http://www.abc.net.au/news/2018-09-27/questions-surround-renewal-sa-public-servants-on-leave/10311296,Chapman's
16,Tracklist: 01. Picture Of You02. Baby Can I Hold You (7' Edit)03. All That I Need (7' Edit)04. Must Have Been High05. And I06. That's How Love Goes07. Where Did You Go08 I'm Learning (Part 1)09. One Kiss At A Time10. While The World Is Going Crazy11. This Is …,2018-10-19T12:34:15Z,"{'id': None, 'name': 'Isrbx.com'}",Boyzone - Where We Belong (1998),https://www.isrbx.com/3137672476-boyzone-where-we-belong-1998.html,Chapman's
17,The South Australian Independent Commissioner Against Corruption (ICAC) issues an extraordinary public statement on two senior Renewal SA executives who have suddenly gone on leave.,2018-09-27T05:36:24Z,"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",SA ICAC issues statement following questions about two public servants,http://www.abc.net.au/news/2018-09-27/icac-issues-statement/10311296,Chapman's
18,Tracklist:01 - Overture from Strange Places02 - A Cowboy Phase03 - Hell to Pay04 - Gamelan 105 - Vanity and Pride06 - Sensimilia07 - Fool in the Night08 - Gamelan 209 - Only Pretend10 - Overture Reprise11 - For OnceLine-up:Backing Vocals – Patsy MathesonBass …,2018-09-26T05:27:12Z,"{'id': None, 'name': 'Israbox.site'}",Michael Chapman - Dreaming Out Loud (1997) Lossless,https://www.israbox.site/3137667592-michael-chapman-dreaming-out-loud-1997-lossless.html,Chapman's
19,Keep it right here for Monday's action,2018-09-25T05:54:42Z,"{'id': None, 'name': 'Cbssports.com'}","MLB scores, schedule, live team updates, news: AL playoff field set; NL races get tighter",https://www.cbssports.com/mlb/news/mlb-scores-schedule-live-team-updates-news-al-playoff-field-set-nl-races-get-tighter/,Chapman's
0,San Francisco 49ers running back Matt Breida questionable for game against Green Bay because of shoulder and ankle injuries,2018-10-13T21:18:50Z,"{'id': 'fox-sports', 'name': 'Fox Sports'}",49ers RB Matt Breida questionable for game vs. Packers,https://www.foxsports.com/nfl/story/49ers-rb-matt-breida-questionable-for-game-vs-packers-101318,George Weston Limited
1,"If the 49ers' leading rusher is unable to play on Monday night, the team may have to promote running back Jeff Wilson from the practice squad.",2018-10-13T20:51:34Z,"{'id': None, 'name': 'Yahoo.com'}","49ers-Packers injury report: Matt Breida practices, listed as questionable",https://sports.yahoo.com/49ers-packers-injury-report-matt-205134088.html,George Weston Limited
2,"SANTA CLARA, Calif. (AP) -- San Francisco 49ers running back Matt Breida is questionable for Monday night's game against the Green Bay Packers because of shoulder and ankle injuries.",2018-10-13T21:19:43Z,"{'id': None, 'name': 'Yahoo.com'}",49ers RB Matt Breida questionable for game vs. Packers,https://sports.yahoo.com/49ers-rb-matt-breida-questionable-game-vs-packers-211943651--nfl.html,George Weston Limited
3,"Cornerback Ahkello Witherspoon, who is on pace to be cleared through the NFL's concussion protocol, is likely to start Sunday against the Los Angeles Rams, 49ers coach Kyle Shanahan said Friday. Witherspoon is expected to start in place of Jimmie Ward, who re…",2018-10-19T20:47:26Z,"{'id': None, 'name': 'Yahoo.com'}","49ers, Rams injury reports: Ahkello Witherspoon in line to start, Richard Sherman questionable",https://sports.yahoo.com/49ers-rams-injury-reports-ahkello-204726771.html,George Weston Limited
4,NBCSports.com 49ers open practice week with eight offensive players sidelined NBCSports.com SANTA CLARA – The 49ers were missing eight offensive players Thursday during their first practice in preparation to face the Green Bay Packers. Among the players who w…,2018-10-12T00:08:27Z,"{'id': None, 'name': 'Nbcsports.com'}",49ers open practice week with eight offensive players sidelined - NBCSports.com,https://www.nbcsports.com/bayarea/49ers/49ers-open-practice-week-eight-offensive-players-sidelined,George Weston Limited
5,This summer's heatwave and winter freeze brought home how vulnerable new builds can be to extreme weather.,2018-10-02T16:48:38Z,"{'id': None, 'name': 'Homesandproperty.co.uk'}",Many new buildings dangerously unprepared for climate change,https://www.homesandproperty.co.uk/property-news/buying/new-homes/extreme-heat-and-arctic-winters-londons-new-buildings-withstand-climate-change-a124501.html,George Weston Limited
6,"NBCSports.com 49ers ponder signing another running back, third quarterback to roster NBCSports.com SANTA CLARA -- Two weeks ago, the 49ers brought in seven quarterbacks to work out after Jimmy Garoppolo sustained his season-ending knee injury. While Tom Savag…",2018-10-09T05:56:04Z,"{'id': None, 'name': 'Nbcsports.com'}","49ers ponder signing another running back, third quarterback to roster - NBCSports.com",https://www.nbcsports.com/bayarea/49ers/49ers-ponder-signing-another-running-back-third-quarterback-roster,George Weston Limited
7,"NBCSports.com 49ers snap count: Solomon Thomas plays least of any D-linemen vs. Packers NBCSports.com One of the big disappointments of the first half of the 49ers' season has been the dwindling production and playing time of Solomon Thomas, the No. 3 overall…",2018-10-16T20:33:43Z,"{'id': None, 'name': 'Nbcsports.com'}",49ers snap count: Solomon Thomas plays least of any D-linemen vs. Packers - NBCSports.com,https://www.nbcsports.com/bayarea/49ers/49ers-snap-count-solomon-thomas-plays-least-any-d-linemen-vs-packers,George Weston Limited
8,NBCSports.com Kyle Shanahan explains 49ers' end-of-game play calls vs. Packers NBCSports.com The 49ers had a chance to win the game with some production on their final three offensive possessions Monday night. The 49ers had success on the ground with running …,2018-10-17T03:30:03Z,"{'id': None, 'name': 'Nbcsports.com'}",Kyle Shanahan explains 49ers' end-of-game play calls vs. Packers - NBCSports.com,https://www.nbcsports.com/bayarea/49ers/kyle-shanahan-explains-49ers-end-game-play-calls-vs-packers,George Weston Limited
9,"The 49ers make their first of three (down from four) prime-time appearances in five weeks on Monday. Six of their offensive starters are listed as questionable in advance of the game against the Packers. They are running back Matt Breida (shoulder, ankle), re…",2018-10-13T22:51:18Z,"{'id': None, 'name': 'Yahoo.com'}",Six 49ers offensive starters questionable for Monday,https://sports.yahoo.com/six-49ers-offensive-starters-questionable-225118576.html,George Weston Limited
10,"SANTA CLARA – The 49ers had a dozen players who did not go through a full practice due to injuries, while Green Bay's headliner admitted he sustained setback to his left knee and did not step on the practice field, either.Quarterback Aaron Rodgers was",2018-10-12T01:12:59Z,"{'id': None, 'name': 'Yahoo.com'}",49ers-Packers injury report: Aaron Rodgers rests after knee setback,https://sports.yahoo.com/49ers-packers-injury-reports-aaron-011259535.html,George Weston Limited
11,"SANTA CLARA – Marquise Goodwin has returned to full practice this week, but three other 49ers wide receivers remain sidelined with injuries.Pierre Garcon (shoulder and knee), Trent Taylor (back) and Dante Pettis (knee) sat out practice Friday. Pettis",2018-10-12T23:28:15Z,"{'id': None, 'name': 'Yahoo.com'}",49ers-Packers injury report: Three wide receivers sit out Friday's practice,https://sports.yahoo.com/49ers-packers-injury-report-three-232815855.html,George Weston Limited
12,San Francisco 49ers running back Matt Breida questionable for game against Green Bay because of shoulder and ankle injuries,2018-10-13T21:18:44Z,"{'id': 'usa-today', 'name': 'USA Today'}",49ers RB Matt Breida questionable for game vs. Packers,https://www.usatoday.com/story/sports/nfl/2018/10/13/49ers-rb-matt-breida-questionable-for-game-vs-packers/38149297/?utm_source=google&utm_medium=amp&utm_campaign=speakable,George Weston Limited
13,John Daigle gets you caught up on Lamar Millers' chest and all the key injuries as we brace for Week 5.,2018-10-06T13:03:00Z,"{'id': None, 'name': 'Yahoo.com'}",Injury Report: Week 5,https://sports.yahoo.com/injury-report-week-5-130300846--spt.html,George Weston Limited
14,An extra day of rest might be just what San Francisco 49ers running back Matt Breida needs in order to play in Monday's road game versus the Green Bay Packers.,2018-10-14T20:17:09Z,"{'id': None, 'name': 'Upi.com'}","49ers RB Matt Breida making progress, iffy vs. Packers",https://www.upi.com/Sports_News/NFL/2018/10/14/49ers-RB-Matt-Breida-making-progress-iffy-vs-Packers/1521539547319/,George Weston Limited
15,Running backs play a key role in this week's Friday breakdown of the injury report,2018-10-05T21:33:26Z,"{'id': None, 'name': 'Cbssports.com'}","Week 5 NFL injuries: Joe Mixon, Devonta Freeman ready to return; Dalvin Cook, Lamar Miller in doubt",https://www.cbssports.com/nfl/news/week-5-nfl-injuries-joe-mixon-devonta-freeman-ready-to-return-dalvin-cook-lamar-miller-in-doubt/,George Weston Limited
16,John Daigle gets you caught up on Cooper Kupp's knee and all the key injuries as we brace for Week 7.,2018-10-20T13:31:00Z,"{'id': None, 'name': 'Yahoo.com'}",Injury Report: Week 7,https://sports.yahoo.com/injury-report-week-7-133100349--spt.html,George Weston Limited
17,Comments,2018-10-05T09:40:05Z,"{'id': None, 'name': 'Stanford.edu'}",Amanuensis: The Programmer's Apprentice,https://web.stanford.edu/class/cs379c/resources/amanuensis/index.html,George Weston Limited
18,The Green Bay Packers on Saturday listed starting receivers Randall Cobb and  Geronimo Allison as questionable with hamstring injuries for Monday night's ...,2018-10-13T21:57:56Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}","Packers WRs Cobb, Allison questionable for 49ers",https://www.dailymail.co.uk/wires/reuters/article-6273377/Packers-WRs-Cobb-Allison-questionable-49ers.html,George Weston Limited
19,"An extra day might allow Matt Breida to play. After head coach Kyle Shanahan had deemed him ""doubtful"" to suit up Monday against the Packers, the 49ers running back was officially listed as questionable Saturday with an ankle injury. Breida was limited in pra…",2018-10-13T22:08:22Z,"{'id': None, 'name': 'Sfgate.com'}",49ers’ Breida has a chance to play; Staley enjoying stability,https://www.sfgate.com/49ers/article/49ers-Breida-has-a-chance-to-play-Staley-13305176.php,George Weston Limited
0,"<!--dda7bd42579b4dc0937c45f979fc5c69-->Hello everyone!! Here's a great soup to do with your kids & friends for halloween!! You Will Need:...of course a medium pumpkin,- Yellow beans - Carrots - Shallots - Chives - Asparagus - Zucchini - Mushrooms - Tomatoes -…",2018-10-08T02:55:22Z,"{'id': None, 'name': 'Instructables.com'}",Halloween Super Soup,https://www.instructables.com/id/Halloween-Super-Soup/,Daiya
1,<!--dda7bd42579b4dc0937c45f979fc5c69-->Here is a great soup to do with your friends and kids!! You Will Need:..of course a medium pumpkin.- yellow beans- carrots- shallots- chives- asparagus-zucchini- mushrooms- tomatoes-ginger- chia seeds (white or black)- h…,2018-10-05T22:13:37Z,"{'id': None, 'name': 'Instructables.com'}",Pumpkin Halloween Vegetable Soup,https://www.instructables.com/id/Pumpkin-Halloween-Vegetable-Soup/,Daiya
2,"When you're a biding by a low-dairy or dairy-free lifestyle, you don't necessarily have to cut ice cream out of your diet. Luckily many ice cream companies are making a point to expand their offerings to be more inclusive to dairy-sensitive and dairy-free cus…",2018-10-05T21:57:34Z,"{'id': None, 'name': 'Thisisinsider.com'}",12 of the best dairy-free ice creams everyone should try,https://www.thisisinsider.com/best-dairy-free-ice-creams-2018-9,Daiya
3,"El ruso aventajó en 1.14 segundos al japonés Daiya Seto, segundo con 51.40, y en 1.5 segundos al vigente campeón mundial de la distancia, el estadounidense Michael Andrew, tercero con 51.76.",2018-09-28T23:12:46Z,"{'id': None, 'name': 'As.com'}",Morozov fija un nuevo récord del mundo en los 100 estilos,https://as.com/masdeporte/2018/09/29/polideportivo/1538176207_391792.html,Daiya
4,El español Joan Lluís Pons logró este sábado la medalla de bronce en la prueba de 400 metros estilos de la prueba de la Copa del Mundo de natación en piscina corta.,2018-10-06T17:25:56Z,"{'id': None, 'name': 'As.com'}","Joan Lluís Pons, bronce en los 400 estilos de Budapest",https://as.com/masdeporte/2018/10/06/polideportivo/1538846465_084013.html,Daiya
5,"Les proches de Tiphaine Véron, disparue au Japon en juillet dernier, envisagent de plus en plus l'hypothèse criminelle.",2018-10-16T15:00:00Z,"{'id': None, 'name': 'Lexpress.fr'}",Française disparue au Japon: sa famille interpelle Macron,https://www.lexpress.fr/actualite/societe/fait-divers/francaise-disparue-au-japon-sa-famille-interpelle-macron_2040080.html,Daiya
6,Olympic medallist Chad le Clos continued his golden spree on day two of the fourth leg of the FINA Swimming World Cup in Budapest.,2018-10-05T20:46:43Z,"{'id': None, 'name': 'Sport24.co.za'}",Sport24.co.za | Chad le Clos continues golden run in Budapest,https://www.sport24.co.za/OtherSport/WaterSport/chad-le-clos-continues-golden-run-in-budapest-20181005,Daiya
7,"Daiya Foods is the category sales leader in non-dairy ""comfort foods,"" from cheezes to cheezecake, pizza to frozen desserts. Campaign is intended to appeal to all lovers of comfort foods, not just the dairy-adverse. Video runs on Hulu, Pinterest, Instagram an…",2018-10-03T03:47:58Z,"{'id': None, 'name': 'Bestadsontv.com'}",TV ad: Daiya: Talking Box,https://www.bestadsontv.com/ad/97588/Daiya-Talking-Box,Daiya
8,"VANCOUVER, British Columbia, Sept. 27, 2018 /PRNewswire/ -- Daiya, the leading maker of plant-based foods, has launched its latest national advertising campaign, ""Comfort Foods That Love You Back,"" to highlight the benefits of its extensive line of great tast…",2018-09-27T12:02:00Z,"{'id': None, 'name': 'Prnewswire.comdaiya-spotlights-comfort-food-that-loves-you-back-in-2018-ad-campaign-300719910'}","Daiya Spotlights ""Comfort Food That Loves You Back"" in 2018 Ad Campaign",https://www.prnewswire.comdaiya-spotlights-comfort-food-that-loves-you-back-in-2018-ad-campaign-300719910,Daiya
9,"Daiya Foods is the category sales leader in non-dairy ""comfort foods,"" from cheezes to cheezecake, pizza to frozen desserts. Campaign is intended to appeal to all lovers of comfort foods, not just the dairy-adverse. Video runs on Hulu, Pinterest, Instagram an…",2018-10-03T02:55:44Z,"{'id': None, 'name': 'Bestadsontv.com'}","Outdoor ad: Daiya: Talking Box shelf ""talker""",https://www.bestadsontv.com/ad/97589/Daiya-Talking-Box-shelf-talker,Daiya
10,"The post Daiya Seto Sets World Cup Record in 200 IM appeared first on Swimming World News. Japan had a strong showing in the 200 IM, finishing 1-2 in the event. Daiya Seto had a dominating performance to set a new World Cup record in the event. The post Daiya…",2018-09-29T14:52:11Z,"{'id': None, 'name': 'Swimmingworldmagazine.com'}",Daiya Seto Sets World Cup Record in 200 IM,https://www.swimmingworldmagazine.com/news/daiya-seto-sets-world-cup-record-in-200-im/,Daiya
11,"The post World Cup Eindhoven Day 2 Finals: Kathleen Baker, Sarah Sjostrom, Daiya Seto Win appeared first on Swimming World News. The World Cup stop in Eindhoven, Netherlands, continued on Saturday as some of the world’s best swimmers competed for bragging rig…",2018-09-29T14:34:54Z,"{'id': None, 'name': 'Swimmingworldmagazine.com'}","World Cup Eindhoven Day 2 Finals: Kathleen Baker, Sarah Sjostrom, Daiya Seto Win",https://www.swimmingworldmagazine.com/news/world-cup-eindhoven-day-2-finals-kathleen-baker-sarah-sjostrom-daiya-seto-win/,Daiya
12,The post World Records Tumble on Last Day of FINA World Cup in Budapest appeared first on Swimming World News. Men’s 400 IM Japan’s Daiya Seto continued his World Cup dominance with a win in the 400 IM to start the last session of the FINA World Cup in Budape…,2018-10-06T17:50:19Z,"{'id': None, 'name': 'Swimmingworldmagazine.com'}",World Records Tumble on Last Day of FINA World Cup in Budapest,https://www.swimmingworldmagazine.com/news/world-records-tumble-on-last-day-of-fina-world-cup-in-budapest/,Daiya
13,"Welcome to Money Diaries, where we're tackling what might be the last taboo facing modern working women: money. We're asking millennials how they spend their hard-earned money during a seven-day period — and we're tracking every last dollar. We're going on bo…",2018-10-03T14:45:00Z,"{'id': None, 'name': 'Refinery29.com'}","A Week In Louisville, KY, On A $32,000 Salary",https://www.refinery29.com/en-us/money-diary-louisville-ky-teacher-salary,Daiya
14,Meint sie das ernst?,2018-10-01T05:05:16Z,"{'id': None, 'name': 'Ohhhmhhh.de'}",Wie aus einer bekloppten Idee etwas sehr Lustiges wurde – hier kommt mein Tanzvideo zur neuen Shiseido Make-Up-Kollektion. Plus eine Verlosung!,https://www.ohhhmhhh.de/wie-aus-einer-bekloppten-idee-etwas-sehr-lustiges-wurde-hier-kommt-mein-tanzvideo-zur-neuen-shiseido-make-up-kollektion/,Daiya
15,,2018-10-12T17:00:00Z,"{'id': None, 'name': 'Curlynikki.com'}",My Vegan and (mostly) Alcohol-Free Lifestyle... and WHY.,http://www.curlynikki.com/2018/10/my-vegan-and-mostly-alcohol-free.html,Daiya
16,"Chad le Clos completed another successful FINA Swimming World Cup meeting, winning four medals at the Budapest leg over the weekend.",2018-10-07T19:14:39Z,"{'id': None, 'name': 'Sport24.co.za'}",Sport24.co.za | Le Clos bags 4 medals in Budapest bounty,https://www.sport24.co.za/OtherSport/WaterSport/le-clos-bags-4-medals-in-budapest-bounty-20181007,Daiya
17,Byrdie recently revealed the results of a year-long trial which uncovered the best beauty products in the country for every type of skin.,2018-10-05T05:05:20Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}",The beauty products named the best in the country after being trialled by a panel for a YEAR,https://www.dailymail.co.uk/femail/article-6242231/The-beauty-products-named-best-country-trialled-panel-YEAR.html,Daiya
18,"Il y a de l’usure dans sa voix. L’usure du doute et des regains d’espoir, de cette alternance impossible, écrasante, entre analyses glaciales et pressentiments soudains. Damien Véron ne se plaint pourtant...",2018-10-16T15:06:47Z,"{'id': None, 'name': 'Leparisien.fr'}","Le frère de Tiphaine Véron, disparue au Japon, à Emmanuel Macron : «Vous êtes notre dernier espoir»",http://www.leparisien.fr/faits-divers/le-frere-de-tiphaine-veron-disparue-au-japon-a-emmanuel-macron-vous-etes-notre-dernier-espoir-16-10-2018-7920450.php,Daiya
19,"When you're abiding by a low-dairy or dairy-free lifestyle, you don't necessarily have to cut ice cream out of your diet. Luckily many ice cream companies are making a point to expand their offerings to be more inclusive to dairy-sensitive and dairy-free cust…",2018-10-05T11:57:34Z,"{'id': None, 'name': 'Businessinsider.com.au'}",12 of the best dairy-free ice creams everyone should try,https://www.businessinsider.com.au/best-dairy-free-ice-creams-2018-9,Daiya
0,"These are the stories making headlines in fashion on Monday. Sears files for bankruptcySears, the once-dominant retail chain that changed how Americans shopped, filed for Chapter 11 bankruptcy Monday morning. Over the last decade, the company has built up mas…",2018-10-15T16:00:00Z,"{'id': None, 'name': 'Fashionista.com'}","Must Read: Sears Files for Bankruptcy, 'RuPaul's Drag Race' Winner Aquaria Signs with IMG",https://fashionista.com/2018/10/sears-filing-bankruptcy-2018,Cara Operations
1,"Online, Mobile The Als Association Advertising Agency: BWM Dentsu, Sydney, Australia Chief Creative Officer: Rob Belgiovane Executive Creative Director: Asheen Naidu Senior Creative: Oskar Westerdal, Rene Schultz Film Producer: Emma Durlacher Design Director:…",2018-09-26T10:09:22Z,"{'id': None, 'name': 'Adeevee.com'}",The ALS Association: Project Revoice,http://www.adeevee.com/2018/09/the-als-association-project-revoice-online-mobile/,Cara Operations
